Zone,Woreda,PHCU,Facility Name,Facility Type,OBJECTID_1,CSA HF Type,X,Y
North Shewa ZHD,Ankober WorHO,Eliko PHCU,Deway Health Post,Health Posts,"8,690",3,575429.4828,1049644.301
North Shewa ZHD,Ankober WorHO,Eliko PHCU,Derefo Health Post,Health Posts,"8,691",6,575753.193,1055945.886
Oromia Special ZHD,Bati Woreda WorHO,Ella PHCU,Awara Health Post,Health Posts,"9,228",3,611464.7488,1169067.698
Oromia Special ZHD,Bati Woreda WorHO,Ella PHCU,Kopafo Health Post,Health Posts,"12,759",3,600618.6647,1252779.6
Oromia Special ZHD,Bati Woreda WorHO,Ella PHCU,Motuma Health Post,Health Posts,"12,760",3,598393.7011,1249319.685
North Gondar ZHD,Janamora WorHO,Enchetkab PHCU,Denkolako Health Post,Health Posts,"14,179",3,406926.7348,1447995.074
North Gondar ZHD,Janamora WorHO,Enchetkab PHCU,Enchetkab Health Center,Health Centers,"14,231",2,402215.9131,1449183.012
North Gondar ZHD,Janamora WorHO,Enchetkab PHCU,Mariewonze Health Post,Health Posts,"14,223",3,403742.7921,1456244.406
North Gondar ZHD,Janamora WorHO,Enchetkab PHCU,Enchet Kab Health Post,Health Posts,"14,232",3,402274.4917,1449454.313
North Gondar ZHD,Janamora WorHO,Enchetkab PHCU,Barna Health Post,Health Posts,"14,192",3,408673.2534,1456704.509
South Wollo ZHD,Sayint WorHO,Endote PHCU,Enidote Health Center,Health Centers,"12,519",2,496961.9071,1219406.496
South Wollo ZHD,Sayint WorHO,Endote PHCU,Endote Health Post,Health Posts,"12,518",6,496896.6038,1219370.155
South Wollo ZHD,Sayint WorHO,Endote PHCU,Yedegat Health Post,Health Posts,"12,528",3,504334.2358,1214458.697
West Gojjam ZHD,Yilmana Densa WorHO,Enegade PHCU,Diwaro Health Post,Health Posts,"9,853",2,349007.894,1205744.591
West Gojjam ZHD,Yilmana Densa WorHO,Enegade PHCU,Yegebeta Health Post,Health Posts,"10,350",3,337248.7808,1231439.3
West Gojjam ZHD,Yilmana Densa WorHO,Enegade PHCU,Enegade Health Center,Health Centers,"10,356",2,342154.9546,1236037.612
West Gojjam ZHD,Yilmana Densa WorHO,Enegade PHCU,Enegadie Health Post,Health Posts,"10,354",3,341477.864,1236081.493
East Gojjam ZHD,Hulet Eju Nese WorHO,Enema PHCU,Agerebirhan Health post,Health Posts,"10,474",3,375001.0559,1223313.961
East Gojjam ZHD,Hulet Eju Nese WorHO,Enema PHCU,Chake Health Post,Health Posts,"10,473",3,377406.743,1216016.701
East Gojjam ZHD,Hulet Eju Nese WorHO,Enema PHCU,Abiotu Selam Health Post,Health Posts,"10,492",3,374434.4088,1214619.124
North Shewa ZHD,Moretna Jiru WorHO,Enewari PHCU,Kusaye Health Post,Health Posts,"9,201",3,523597.5545,1093445.728
North Shewa ZHD,Moretna Jiru WorHO,Enewari PHCU,Enewari Health Center,Health Centers,"30,386",2,516384.3932,1093774.851
North Shewa ZHD,Moretna Jiru WorHO,Enewari PHCU,Betaso Health Post,Health Posts,"9,205",3,519427.6769,1102904.313
North Shewa ZHD,Moretna Jiru WorHO,Enewari PHCU,Bollo Health Post,Health Posts,"9,207",3,520984.0495,1097593.604
North Shewa ZHD,Moretna Jiru WorHO,Enewari PHCU,Mangudo Health Post,Health Posts,"9,200",3,520841.7377,1089214.472
North Shewa ZHD,Moretna Jiru WorHO,Enewari PHCU,Shima Health Post,Health Posts,"9,210",3,516968.7578,1104307.107
North Shewa ZHD,Moretna Jiru WorHO,Enewari PHCU,Gerba Health Post,Health Posts,"30,388",3,516817.2452,1093029.433
Central Gondar ZHD,Gondar Zuriya WorHO,Enfranz PHCU,Sebha Gebreil Health Post,Health Posts,"13,460",3,351848.44,1349885.543
Central Gondar ZHD,Gondar Zuriya WorHO,Enfranz PHCU,Debsan Tkara Health Post,Health Posts,"13,466",3,352522.6879,1354236.175
Central Gondar ZHD,Gondar Zuriya WorHO,Enfranz PHCU,Enfranz Health Center,Health Centers,"32,508",2,350643.3014,1355451.823
Central Gondar ZHD,Gondar Zuriya WorHO,Enfranz PHCU,Sehor Sarweha Health Post,Health Posts,"32,510",3,350376.2395,1354757.825
North Wollo ZHD,Lasta WorHO,Enjafat PHCU,Enjafat Health Center,Health Centers,"13,124",2,525605.0537,1343653.511
North Wollo ZHD,Lasta WorHO,Enjafat PHCU,Enjafat Health Post,Health Posts,"13,128",3,525598.0913,1343673.184
North Wollo ZHD,Lasta WorHO,Enjafat PHCU,Abune Yosef Health Post,Health Posts,"13,126",3,521403.8275,1346336.49
North Wollo ZHD,Lasta WorHO,Enjafat PHCU,Giraraye Health Post,Health Posts,"13,125",3,528297.3758,1354197.957
North Shewa ZHD,Moretna Jiru WorHO,Entera PHCU,yewollo Health Post,Health Posts,"9,215",3,502753.7578,1091754.868
North Shewa ZHD,Moretna Jiru WorHO,Entera PHCU,Aretnakiyadur Health Post,Health Posts,"9,203",3,512604.381,1093975.734
North Shewa ZHD,Moretna Jiru WorHO,Entera PHCU,Gorade Health Post,Health Posts,"9,204",3,511553.9354,1089270.063
North Shewa ZHD,Moretna Jiru WorHO,Entera PHCU,Entera Health Center,Health Centers,"9,216",2,507512.3754,1092041.311
Central Gondar ZHD,Tegede WorHO,Ergoye PHCU,Gonderdeyo Health Post,Health Posts,"13,821",7,257075.8181,1469622.355
Central Gondar ZHD,Tegede WorHO,Ergoye PHCU,Chihbet Health Post,Health Posts,"13,824",3,261601.5528,1475039.55
Central Gondar ZHD,Tegede WorHO,Ergoye PHCU,Kisha Health Post,Health Posts,"13,819",3,261475.1638,1467010.296
Central Gondar ZHD,Tegede WorHO,Ergoye PHCU,Ergoye Health Center,Health Centers,"32,644",2,266538.9239,1471448.855
Central Gondar ZHD,Tegede WorHO,Ergoye PHCU,Ergoye Health Post,Health Posts,"32,641",3,266220.7585,1472248.093
North Wollo ZHD,Gazo WorHO,Estayish PHCU,Waro Health Post,Health Posts,"12,506",3,484213.6219,1228644.093
North Wollo ZHD,Gazo WorHO,Estayish PHCU,Denkena Health Post,Health Posts,"12,892",3,527226.1919,1312477.035
North Wollo ZHD,Gazo WorHO,Estayish PHCU,Key Afer Health Post,Health Posts,"12,891",3,512641.7608,1312425.621
North Wollo ZHD,Gazo WorHO,Estayish PHCU,Estayish Health Center,Health Centers,"32,242",2,515728.0965,1308339.007
North Wollo ZHD,Gazo WorHO,Estayish PHCU,Boya Health Post,Health Posts,"12,912",3,503960.3786,1302346.402
North Wollo ZHD,Gazo WorHO,Estayish PHCU,Adisgie Health Post,Health Posts,"12,890",3,520256.8758,1310222.697
North Wollo ZHD,Gazo WorHO,Estayish PHCU,Solonaj Health Post,Health Posts,"12,895",3,509418.6394,1307593.182
South Gondar ZHD,Estie WorHO,Estie PHCU,Dengolet Health Post,Health Posts,"11,491",3,399936.3807,1281281.138
South Gondar ZHD,Estie WorHO,Estie PHCU,Mekaneyesus Health Post,Health Posts,"31,672",6,397261.7779,1283046.963
South Wollo ZHD,Sayint WorHO,Ewa PHCU,Defrgie Health Post,Health Posts,"12,480",2,505936.4301,1216694.027
South Wollo ZHD,Sayint WorHO,Ewa PHCU,Ewa Health Post,Health Posts,"12,516",7,493349.8089,1218316.435
South Wollo ZHD,Sayint WorHO,Ewa PHCU,Ewa Health Center,Health Centers,"31,913",2,492783.1204,1219265.509
South Wollo ZHD,Sayint WorHO,Ewa PHCU,Hurmo Health Post,Health Posts,"12,531",3,501320.9964,1208922.33
North Wollo ZHD,Gidan WorHO,Eyela PHCU,Eyela Health Center,Health Centers,"12,918",2,539115.404,1321744.467
North Wollo ZHD,Gidan WorHO,Eyela PHCU,Eyela Health Post,Health Posts,"12,919",3,538945.7421,1321677.642
North Wollo ZHD,Gidan WorHO,Eyela PHCU,Merora Health Post,Health Posts,"12,920",3,537141.946,1323753.661
East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU,yimach Health Post,Health Posts,"10,869",3,428071.8158,1220042.184
East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU,Geses Health Post,Health Posts,"10,868",3,435703.7741,1220817.988
East Gojjam ZHD,Enebse Sar Midir WorHO,Ezana PHCU,Ezana Health Center,Health Centers,"10,871",2,430061.0586,1217321.639
Awi ZHD,Fagitalekoma,Fagita PHCU,Fagita Tuji Health Post,Health Posts,"30,672",7,286219.4059,1223498.322
Awi ZHD,Fagitalekoma,Fagita PHCU,Washa Ambaw Health Post,Health Posts,"9,545",3,287451.724,1228132.773
Awi ZHD,Fagitalekoma,Fagita PHCU,Sigila Tekle Haymanot Health Post,Health Posts,"9,541",6,285065.659,1231067.289
Awi ZHD,Fagitalekoma,Fagita PHCU,Fagita Health center,Health Centers,"30,669",2,285890.6746,1223975.989
South Wollo ZHD,Jama WorHO,Fajjie PHCU,Fajjie Health Center,Health Centers,"31,884",2,530207.4006,1162802.546
South Wollo ZHD,Jama WorHO,Fajjie PHCU,Ketarie Health Post,Health Posts,"11,845",3,537672.6331,1164276.692
South Wollo ZHD,Jama WorHO,Fajjie PHCU,Teftef Health Post,Health Posts,"11,842",3,527041.4461,1162656.006
South Wollo ZHD,Jama WorHO,Fajjie PHCU,Amayo Health Post,Health Posts,"11,846",3,536187.3267,1165823.461
West Gojjam ZHD,Semen Mecha WorHO,Felege Birhan PHCU,Felege Birhan Health Center,Health Centers,"9,940",2,313046.4858,1246515.132
West Gojjam ZHD,Semen Mecha WorHO,Felege Birhan PHCU,Felege Birhan Health Post,Health Posts,"9,938",3,313041.0481,1246458.571
West Gojjam ZHD,Semen Mecha WorHO,Felege Birhan PHCU,Wotet Ber Health Post,Health Posts,"9,944",3,319227.5822,1247113.041
East Gojjam ZHD,Enarge Enawga WorHO,Felegebrhane PHCU,Felegebrhane Health Center,Health Centers,"31,382",2,398490.1282,1187717.044
East Gojjam ZHD,Enarge Enawga WorHO,Felegebrhane PHCU,Mariam Tagibagn Health Post,Health Posts,"10,744",3,394982.2618,1186877.97
East Gojjam ZHD,Enarge Enawga WorHO,Felegebrhane PHCU,Yesar Bet Abat Health Post,Health Posts,"10,749",7,400422.8678,1186659.286
East Gojjam ZHD,Enarge Enawga WorHO,Felegebrhane PHCU,Amba Ager Health Post,Health Posts,"10,758",3,391726.1434,1187093.675
East Gojjam ZHD,Enarge Enawga WorHO,Felegebrhane PHCU,Eneshegn Health Post,Health Posts,"10,747",3,395545.1648,1188984.665
East Gojjam ZHD,Gozamin WorHO,Fendeka PHCU,Yetija Shebelma Health Post,Health Posts,"10,447",3,354516.2522,1148251.741
East Gojjam ZHD,Gozamin WorHO,Fendeka PHCU,Lekilekit Health Post,Health Posts,"10,446",3,349372.2377,1140841.163
Gondar Town Woreda WorHO,Maraki PHCU,Fenter Health Post,Fenter Health Post,Health Posts,"25,283",3,335405.5465,1387877.566
West Gojjam ZHD,Dega Damot WorHO,Feres Bet PHCU,Shanegie Derkie Health Post,Health Posts,"9,852",6,349575.946,1203484.128
West Gojjam ZHD,Dega Damot WorHO,Feres Bet PHCU,Gesages Shimbrma Health Post,Health Posts,"9,851",3,344715.6264,1197649.056
West Gojjam ZHD,Dega Damot WorHO,Feres Bet PHCU,Abiyehaila Health Post,Health Posts,"9,869",3,338989.8708,1196938.305
West Gojjam ZHD,Dega Damot WorHO,Feres Bet PHCU,Filatit Akabit Health Post,Health Posts,"9,873",3,347697.8554,1196264.038
West Gojjam ZHD,Dega Damot WorHO,Feres Bet PHCU,Feres Bet Health Center,Health Centers,"30,838",2,347920.0865,1199591.453
West Gojjam ZHD,Dega Damot WorHO,Feres Bet PHCU,Zequla Wogem Health Post,Health Posts,"9,850",3,349668.1704,1198194.681
North Wollo ZHD,Gazo WorHO,Feres megiria PHCU,Feres megiria Health Center,Health Centers,"12,909",2,512711.6106,1291079.562
North Wollo ZHD,Gazo WorHO,Feres megiria PHCU,Feres megiria Health Post,Health Posts,"12,910",6,512457.8982,1291233.635
West Gojjam ZHD,Bahir Dar Zuria WorHO,Feres Woga PHCU,Feres Woga Health Center,Health Centers,"10,019",2,324643.7615,1257162.761
North Shewa ZHD,Gishe WorHO,Feresebate PHCU,Feresebate Health Center,Health Centers,"8,914",2,559731.614,1161446.838
North Shewa ZHD,Gishe WorHO,Feresebate PHCU,Feres Bet Health Post,Health Posts,"8,913",7,559566.0701,1161618.837
West Gojjam ZHD,Jabi Tehnan WorHO,Fetegem PHCU,Yesheret Health Post,Health Posts,"10,294",3,275496.2597,1166124.886
West Gojjam ZHD,Jabi Tehnan WorHO,Fetegem PHCU,Hodansh Health Post,Health Posts,"10,125",3,315784.5839,1181568.299
West Gojjam ZHD,Jabi Tehnan WorHO,Fetegem PHCU,Feregem Digt Health Post,Health Posts,"10,127",3,310993.9415,1190888.53
North Shewa ZHD,Merhabete WorHO,Fetira PHCU,Goranda Health Post,Health Posts,"9,104",3,477984.6902,1107977.837
North Shewa ZHD,Merhabete WorHO,Fetira PHCU,Fetira Health Center,Health Centers,"30,336",2,487730.7828,1106472.608
North Shewa ZHD,Merhabete WorHO,Fetira PHCU,Yidemeku Health Post,Health Posts,"8,785",3,579667.757,1014441.892
North Shewa ZHD,Merhabete WorHO,Fetira PHCU,Remeshit Health Post,Health Posts,"9,103",3,489611.7053,1109463.441
North Shewa ZHD,Merhabete WorHO,Fetira PHCU,Buyo Health Post,Health Posts,"9,108",3,482734.4468,1107856.789
North Shewa ZHD,Merhabete WorHO,Fetira PHCU,Kosay chore Health Post,Health Posts,"9,105",3,481032.9487,1109389.741
North Shewa ZHD,Merhabete WorHO,Fetira PHCU,Harogenda Health Post,Health Posts,"9,109",3,488416.8645,1105011.512
North Wollo ZHD,Mekete WorHO,Filakit PHCU,Maserut Health Post,Health Posts,"32,251",3,470397.0435,1301217.955
North Wollo ZHD,Mekete WorHO,Filakit PHCU,Filakit Health Center,Health Centers,"32,245",3,471846.7541,1301124.734
North Wollo ZHD,Mekete WorHO,Filakit PHCU,Mebel Health Post,Health Posts,"13,165",3,478025.5124,1310415.469
North Wollo ZHD,Mekete WorHO,Filakit PHCU,Kurisa Health Post,Health Posts,"13,145",3,476073.6657,1303064.012
West Gojjam ZHD,Finote Selam Town WorHO,Finote Selam PHCU,Shembekuma health post,Health Posts,"30,966",3,311340.795,1181313.147
West Gojjam ZHD,Finote Selam Town WorHO,Finote Selam PHCU,Bakel Abater Health Post,Health Posts,"30,952",3,307954.6761,1180544.487
West Gojjam ZHD,Finote Selam Town WorHO,Finote Selam PHCU,Finote Selam Health Center,Health Centers,"30,970",2,309056.0697,1180769.263
Awi ZHD,Fagitalekoma,Finzit PHCU,Furi Jegola Health Post,Health Posts,"9,530",3,276653.9021,1224628.932
Awi ZHD,Fagitalekoma,Finzit PHCU,Finzit Health center,Health Centers,"9,533",2,276819.7139,1228063.865
Awi ZHD,Fagitalekoma,Finzit PHCU,Asewa Finzit Health Post,Health Posts,"9,531",6,275941.8788,1230706.094
South Wollo ZHD,Legambo WorHO,Fita PHCU,Keymebrat Health Post,Health Posts,"12,407",3,491917.4977,1191482.9
South Wollo ZHD,Legambo WorHO,Fita PHCU,Fita Health Center,Health Centers,"12,403",2,495304.6581,1193101.212
South Wollo ZHD,Legambo WorHO,Fita PHCU,Werento Health Post,Health Posts,"12,405",3,491032.6446,1196097.698
South Wollo ZHD,Tenta WorHO,Fito PHCU,Aba Boru Meda Health Post,Health Posts,"12,608",3,521720.7257,1224053.24
South Wollo ZHD,Tenta WorHO,Fito PHCU,Fito Health Post,Health Posts,"12,696",3,583693.8825,1256776.659
South Wollo ZHD,Tenta WorHO,Fito PHCU,Fito Health Center,Health Centers,"12,602",2,524763.0982,1229936.611
West Gojjam ZHD,Semen Achefer WorHO,Forhie Sankra PHCU,Sankra Geneta Health Post,Health Posts,"10,327",3,335498.0803,1251432.659
West Gojjam ZHD,Semen Achefer WorHO,Forhie Sankra PHCU,Bezira Health Post,Health Posts,"9,674",3,251074.634,1271538.863
West Gojjam ZHD,Semen Achefer WorHO,Forhie Sankra PHCU,Wenberiya Barkenta Health Post,Health Posts,"9,711",3,279688.9429,1308268.382
West Gojjam ZHD,Semen Achefer WorHO,Forhie Sankra PHCU,Forhie Sankra Health Center,Health Centers,"9,708",2,280510.4319,1304965.853
West Gojjam ZHD,Semen Achefer WorHO,Forhie Sankra PHCU,Assinuara Health Post,Health Posts,"9,719",3,286063.7237,1299471.157
Central Gondar ZHD,Central Armacho WorHO,Fuchana PHCU,Fuchana Health Post,Health Posts,"13,704",3,301713.3219,1429499.211
Central Gondar ZHD,Central Armacho WorHO,Fuchana PHCU,Fuchana Health Center,Health Centers,"13,703",2,301559.9156,1429650.214
Central Gondar ZHD,Central Armacho WorHO,Fuchana PHCU,Debresina Health Post,Health Posts,"13,707",3,305590.0536,1427678.2
Central Gondar ZHD,Central Armacho WorHO,Fuchana PHCU,Chilkuana Health Post,Health Posts,"13,708",3,305699.5154,1431831.759
West Gondar ZHD,Mirab Armacho WorHO,Gabla PHCU,Gabla Health Center,Health Centers,"13,940",2,258128.4512,1448898.949
West Gondar ZHD,Mirab Armacho WorHO,Gabla PHCU,Torka Health post,Health Posts,"13,934",3,251720.5911,1458502.357
East Gojjam ZHD,Enemay WorHO,Gachemuam PHCU,Mahiber Selam Health Post,Health Posts,"10,598",3,405579.1874,1158175.583
South Wollo ZHD,Borena WorHO,Galemot PHCU,Keyafer Health Post,Health Posts,"11,712",3,481698.4911,1188953.847
South Wollo ZHD,Borena WorHO,Galemot PHCU,Chirokadis Health Post,Health Posts,"11,738",3,486137.4021,1198389.303
South Wollo ZHD,Borena WorHO,Galemot PHCU,Galemot Health Post,Health Posts,"11,735",3,485806.3584,1192977.714
South Wollo ZHD,Borena WorHO,Galemot PHCU,Galemot Health Center,Health Centers,"11,737",2,486636.6671,1190657.72
South Wollo ZHD,Borena WorHO,Galemot PHCU,Walamagole Health Post,Health Posts,"11,713",3,485118.1067,1187899.627
Central Gondar ZHD,Alefa WorHO,Garasgie PHCU,Garasgie Health Center,Health Centers,"13,380",2,247615.1355,1328789.237
Central Gondar ZHD,Alefa WorHO,Garasgie PHCU,Finjet Health Post,Health Posts,"13,399",3,246311.4215,1324634.246
Central Gondar ZHD,Alefa WorHO,Garasgie PHCU,Fentaye Health Post,Health Posts,"11,086",3,445214.0545,1279847.888
Oromia Special ZHD,Bati Woreda WorHO,Gariro PHCU,Gariro Health Post,Health Posts,"12,747",7,608970.5143,1248117.037
Oromia Special ZHD,Bati Woreda WorHO,Gariro PHCU,Gariro Health Center,Health Centers,"12,748",2,608187.164,1247196.757
Oromia Special ZHD,Bati Woreda WorHO,Gariro PHCU,Kurkura Health Post,Health Posts,"12,745",3,610788.9082,1247257.08
Oromia Special ZHD,Bati Woreda WorHO,Gariro PHCU,Jeldety Health Post,Health Posts,"12,746",3,603674.6892,1247012.246
South Gondar ZHD,Farta,Gasay PHCU,Gasay Health Center,Health Centers,"31,716",2,406994.8394,1304491.615
South Gondar ZHD,Farta,Gasay PHCU,Wowa Health Post,Health Posts,"11,404",3,401708.0737,1310855.535
South Gondar ZHD,Farta,Gasay PHCU,Sahirena Health Post,Health Posts,"11,393",3,403209.5139,1304860.375
South Gondar ZHD,Farta,Gasay PHCU,Hiruie Abaregay Health Post,Health Posts,"11,409",6,396777.8313,1309476.524
North Wollo ZHD,Wadila WorHO,Gashena PHCU,Meley Health Post,Health Posts,"13,214",3,479404.8199,1290728.449
North Wollo ZHD,Wadila WorHO,Gashena PHCU,Gashena Health Center,Health Centers,"32,260",2,491228.4754,1291548.359
North Shewa ZHD,Mojana Wodera WorHO,Gawuna PHCU,Gawuna Health Center,Health Centers,"9,196",2,541220.1279,1097293.58
North Shewa ZHD,Mojana Wodera WorHO,Gawuna PHCU,Segat Health Post,Health Posts,"9,193",3,546051.1451,1099279.063
North Shewa ZHD,Mojana Wodera WorHO,Gawuna PHCU,Gan Arada Health Post,Health Posts,"9,085",3,499280.3109,1105651.349
North Wollo ZHD,Gazo WorHO,Gazo belay PHCU,Tachtaliet Health Post,Health Posts,"12,900",7,511713.7355,1299449.807
North Wollo ZHD,Gazo WorHO,Gazo belay PHCU,Nubet Health Post,Health Posts,"12,903",3,520134.3997,1302529.062
North Shewa ZHD,Merhabete WorHO,Geb Zemoy PHCU,Geb Zemon Health Center,Health Centers,"9,086",2,499116.8407,1106016.359
North Shewa ZHD,Merhabete WorHO,Geb Zemoy PHCU,Geren Health Post,Health Posts,"9,087",3,496213.2474,1100343.84
Gondar Town Woreda WorHO,Gebereal PHCU,Gebereal Health Center,Gebereal Health Center,Health Centers,"32,714",3,332988.2236,1394745.355
East Gojjam ZHD,Shebel Berenta WorHO,Gedayasu PHCU,Gedayasu Health Center,Health Centers,"10,635",2,434231.4107,1159536.116
East Gojjam ZHD,Shebel Berenta WorHO,Gedayasu PHCU,Ansheb Health Post,Health Posts,"10,644",3,437597.2116,1161855.036
East Gojjam ZHD,Shebel Berenta WorHO,Gedayasu PHCU,Abara Health Post,Health Posts,"10,646",3,438008.6629,1159467.455
East Gojjam ZHD,Shebel Berenta WorHO,Gedayasu PHCU,Gedayasu Health Post,Health Posts,"10,636",3,434418.2369,1159475.746
East Gojjam ZHD,Enarge Enawga WorHO,Gedebe PHCU,Enegena Fentergi Health Post,Health Posts,"10,764",3,421847.4545,1172183.494
East Gojjam ZHD,Enarge Enawga WorHO,Gedebe PHCU,Gedebe Health Center,Health Centers,"31,387",7,425327.7622,1172256.066
East Gojjam ZHD,Enarge Enawga WorHO,Gedebe PHCU,Soma Health Post,Health Posts,"10,767",3,436689.0081,1174036.232
Central Gondar ZHD,Wogera WorHO,Gedebye PHCU,Guntir Health Post,Health Posts,"13,553",6,296753.3009,1381030.421
South Gondar ZHD,Tach Gayint WorHO,Gedoda PHCU,Gedoda Health Center,Health Centers,"11,081",2,457987.4122,1270996.092
South Gondar ZHD,Tach Gayint WorHO,Gedoda PHCU,Magesa Health Post,Health Posts,"11,083",3,454765.762,1272259.633
South Wollo ZHD,Mekdela WorHO,Geha PHCU,Geha Health Post,Health Posts,"12,465",4,499509.36,1247524.897
South Wollo ZHD,Mekdela WorHO,Geha PHCU,Tebi Health Post,Health Posts,"12,453",3,500820.5024,1243067.898
South Wollo ZHD,Mekdela WorHO,Geha PHCU,Geha Health Center,Health Centers,"12,466",2,499372.953,1247889.547
South Gondar ZHD,Ebinat,Gelamatebeya PHCU,Aderseg Health Post,Health Posts,"11,560",3,408369.837,1355792.749
South Gondar ZHD,Ebinat,Gelamatebeya PHCU,Gelamatebeya Health Post,Health Posts,"11,559",2,407667.4681,1351073.649
South Gondar ZHD,Ebinat,Gelamatebeya PHCU,Gelamatebeya Health Center,Health Centers,"11,557",6,407631.5139,1351000.566
South Gondar ZHD,Ebinat,Gelamatebeya PHCU,Lusina Health Post,Health Posts,"11,567",3,409902.8962,1347743.149
South Gondar ZHD,Dera WorHO,Gelawdiwos PHCU,Gelawdiwos Health Center,Health Centers,"11,641",2,371221.2567,1286105.61
South Gondar ZHD,Dera WorHO,Gelawdiwos PHCU,Wutmera Health Post,Health Posts,"11,638",3,368672.1022,1280361.755
North Gondar ZHD,Telemt WorHO,Gelbiena PHCU,Chinfera Health Post,Health Posts,"14,234",3,436563.4824,1486513.519
North Gondar ZHD,Telemt WorHO,Gelbiena PHCU,Kerewa Health Post,Health Posts,"14,243",2,445028.7151,1487831.768
