Health Facility name,Facility Type,Ownership,ID,level,Region,Zone,Woreda,PHCU
Ashakula Health Post,Health Posts,Public,ST4cDlzxb1U,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Robit PHCU
Felekelek 1 Health Post,Health Posts,Public,PGVSnQwF8CE,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Robit PHCU
Felekelek 2 Health Post,Health Posts,Public,WXSuCitQtVp,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Robit PHCU
Robit Health Post,Health Posts,Public,pXZubVla3bZ,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Robit PHCU
Silare Health Center,Health Centers,Public,AEbN4zuAJcM,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Atela Health Post,Health Posts,Public,MBGwzjgstjL,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Aykela Health Post,Health Posts,Public,ZegLGp6Pjwb,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Fentergie Health Post,Health Posts,Public,YfDRQL7IEeZ,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Gefual Buakish Health Post,Health Posts,Public,JgRc8r8IRNo,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Gichiho Health Post,Health Posts,Public,QSrcvFR0SOP,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Guara Health Post,Health Posts,Public,ybN4UT2FeJc,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Silare Health Post,Health Posts,Public,LiNZOOWo7yi,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Somiya Health Post,Health Posts,Public,CR4oaK9gpIP,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Workia Health Post,Health Posts,Public,PeQirqAje1e,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Zibela Health Post,Health Posts,Public,EPpigNa7pro,6,Amhara Regional Health Bureau,Central Gondar ZHD,Kinfaze Begela  WorHO,Silare PHCU
Abera  Primary Clinic,Clinics,Private,LN18jO8kDej,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Agenche Primary Clinic,Clinics,Private,N6kjZnDur3o,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Bayuh  Primary Clinic,Clinics,Private,MISI0rQtFTc,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Birhanu Primary Clinic,Clinics,Private,MTSuRz3i6tu,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Chira Anbezo Health Center,Health Centers,Public,SQlktKfXr9y,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Chira Anbezo PHCU
Abelaseyna Health Post,Health Posts,Public,OLNhJPgoJDV,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Chira Anbezo PHCU
Anbezo Health Post,Health Posts,Public,Ooz8KBBFpCe,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Chira Anbezo PHCU
Banblo Health Post,Health Posts,Public,cXhjEZzsVjN,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Chira Anbezo PHCU
Chira Health Post,Health Posts,Public,wmk1NIsCMkX,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Chira Anbezo PHCU
Desalegn Sisay Clinic,Clinics,Private,y5GHNIroyrg,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Guadie  Primary Clinic,Clinics,Private,x7qXCe9QSor,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Janikaw Health Center,Health Centers,Public,dj5rofy49Ou,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Janikaw PHCU 
Alegna Muna Health Post,Health Posts,Public,EAEfvDFoZ5y,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Janikaw PHCU 
Astemider Health Post,Health Posts,Public,QSkypB8Ol41,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Janikaw PHCU 
Janikaw Kunjiba Health Post,Health Posts,Public,Qs4sXxCdnx0,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Janikaw PHCU 
Mawura Health Center,Health Centers,Public,gp2PAGWRBUV,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Mawura PHCU
Chila Dewol Health Post,Health Posts,Public,EKhh2OGGxUw,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Mawura PHCU
Gonderoch Mariam Health Post,Health Posts,Public,L7Qd4404tXk,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Mawura PHCU
Kerewa Mezewa Health Post,Health Posts,Public,ejBO2JbIrXy,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Mawura PHCU
Mawura Werangib Health Post,Health Posts,Public,mUdMrjwwjpa,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Mawura PHCU
Mengiste Adimase Clinic,Clinics,Private,bzWB1uRcTMM,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Norahun Yasin Clinic,Clinics,Private,GQs9zYTlO6d,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Robit Health Center,Health Centers,Public,OaLc4RmkBwn,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Robit  PHCU
Begamgi Health Post,Health Posts,Public,WOE9YiKM1mA,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Robit  PHCU
Birlebiho Health Post,Health Posts,Public,TPR8lex20yb,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Robit  PHCU
Chachiquna Health Post,Health Posts,Public,sVTMqP0fUNi,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Robit  PHCU
Enchinako Health Post,Health Posts,Public,gwOh7bKmk9R,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Robit  PHCU
Gizana Health Post,Health Posts,Public,EgL9nVr1n43,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Robit  PHCU
Jinkira Health Post,Health Posts,Public,vBoSs2j68yz,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Robit  PHCU
Woyinoch Health Post,Health Posts,Public,GMHXejuXb8u,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Robit  PHCU
Sata Mederaron Health Center,Health Centers,Public,NIxmfEBzq5P,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Sata Mederaron PHCU
Chankia Health Post,Health Posts,Public,csOmr7LOzlS,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Sata Mederaron PHCU
Mideraro Health Post,Health Posts,Public,JNZerPYdAt0,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Sata Mederaron PHCU
Sata Health Post,Health Posts,Public,U3x5poKFcFW,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Sata Mederaron PHCU
Zerayge Health Post,Health Posts,Public,eDRowOKrEZA,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Sata Mederaron PHCU
Tikldigay Health Center,Health Centers,Public,u0V7sTRgIkA,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Tikldigay PHCU
Adisge Health Post,Health Posts,Public,uCYsDrH8LQ5,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Tikldigay PHCU
Endibina Health Post,Health Posts,Public,jUHDSgSeSGd,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Tikldigay PHCU
Giramta Health Post,Health Posts,Public,hy1uzj1IhyH,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Tikldigay PHCU
Jeha Health Post,Health Posts,Public,ol03xM0JGbD,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Tikldigay PHCU
Kechaynet Weha Health Post,Health Posts,Public,V6cqRPEjWO2,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Tikldigay PHCU
Kerker Balegzeabher Health Post,Health Posts,Public,mi2fPlex45H,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Tikldigay PHCU
Lomye Shumara Health Post,Health Posts,Public,XCtsywhBOob,6,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,Tikldigay PHCU
Tiringo Primary Clinic,Clinics,Private,BttQsPH2VdP,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Tsegaye Primary Clinic,Clinics,Private,H7GUpEPYsPB,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Yekoyu Primary Clinic,Clinics,Private,LiNOhmouIHw,5,Amhara Regional Health Bureau,Central Gondar ZHD,Lay Armacho WorHO,
Adeza Health Center,Health Centers,Public,IHWhYYtNNYZ,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Adeza PHCU
Anker Adeza Health Post,Health Posts,Public,bjXL73wxcFP,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Adeza PHCU
Gelediba Health Post,Health Posts,Public,bWbDgeSdp8r,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Adeza PHCU
Ken Weta Amanuel,Health Posts,Public,NbomhsXk7Gr,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Adeza PHCU
Laza Health Post,Health Posts,Public,s2BSm2eeJfq,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Adeza PHCU
Asefa Primary Clinic,Clinics,Private,LLIb2wAudsL,5,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,
Askenie Primary Clinic,Clinics,Private,rfGz2CmTSyC,5,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,
Chandiba Health center,Health Centers,Public,UjKNRlv6DZl,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Chandiba PHCU
Chaliya Health Post,Health Posts,Public,KO7FYrJgXXx,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Chandiba PHCU
Chandiba Health Post,Health Posts,Public,nEU5ajdnU2D,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Chandiba PHCU
Debega Health Post,Health Posts,Public,vMMkEiDwAPh,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Chandiba PHCU
Guaba Health Post,Health Posts,Public,pZXG8JIMipr,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Chandiba PHCU
Kuak Health Post,Health Posts,Public,G36XRUNk2hr,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Chandiba PHCU
Tenfa guaba Health Post,Health Posts,Public,tSqf7SJ5Uts,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Chandiba PHCU
Dangur health Center,Health Centers,Public,ywoXZIjHuDZ,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Abel Wuha Health Post,Health Posts,Public,HthXNQvGRCn,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Dangura Health Post,Health Posts,Public,Ga1xAs7vZVP,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Dengolto Health Post,Health Posts,Public,rvtZsW6jtV0,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Duniya Health Post,Health Posts,Public,mIvrcAYAupK,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Etena Health Post,Health Posts,Public,KrpJ7ONb1pg,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Key Afer Health Post,Health Posts,Public,T6QU3abxqlb,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Mendere Giyorgis Health Post,Health Posts,Public,P7Zri6kfyhq,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Tenbebey Health Post,Health Posts,Public,yFh8OHsDMuj,6,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,Dangura PHCU
Jemal Primary Clinic,Clinics,Private,PUhZd0bziNo,5,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,
Kenaw Primary Clinic,Clinics,Private,ImnZLinYKVQ,5,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,
Kidus Michael Primary Clinic,Clinics,Private,VT28jO5iCOH,5,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,
Mergedu Primary Clinic,Clinics,Private,iOGuJn4CB3D,5,Amhara Regional Health Bureau,Central Gondar ZHD,Nebaru Chilga WorHO,
Sanja Primary Hospital,Hospitals,Public,q6Ht7flqQtx,4,Amhara Regional Health Bureau,Central Gondar ZHD,Sanja Primary Hospital,
Shahura Primary Hospital,Hospitals,Public,Fj1EQlLR6qy,4,Amhara Regional Health Bureau,Central Gondar ZHD,Shahura Primary Hospital,
Addisu Primary Clinic,Clinics,Private,koCrBjPOe4p,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Addisu Primary Clinic,Clinics,Private,ghxUX1vgJyT,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Asefaw Primary Clinic,Clinics,Private,NV2EWjdiVeR,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Bebezuhasseged Primary Clinic,Clinics,Private,lGAJMqGadbC,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Belete Primary Clinic,Clinics,Private,X0FYjh0jnXe,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
China Primary Clinic,Clinics,Private,T3pJzpno8eu,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Daniel Primary Clinic,Clinics,Private,jZYYoX91wgm,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Demissie W/yese Primary Clinic,Clinics,Private,ZTnyQH6Kf2i,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Dogaw Health Center,Health Centers,Public,Y2w4bke2bgf,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Dogaw PHCU
Ashere Health Post,Health Posts,Public,SxL7W30Xi5n,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Dogaw PHCU
Dogaw Health Post,Health Posts,Public,VG9BoTJ4qlM,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Dogaw PHCU
Fenta Primary Clinic,Clinics,Private,Bw5Q2tIj8oW,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Fentahun Primary Clinic,Clinics,Private,kaCRF5yzQ24,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Genbera Health Center,Health Centers,Public,xROLULR95rM,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Genbera PHCU
Genbera Health Post,Health Posts,Public,QKizGDi5pOj,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Genbera PHCU
Ledaho Health Post,Health Posts,Public,pGG7YuKc4wZ,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Genbera PHCU
Habitamu Primary Clinic,Clinics,Private,jjq8Q4cZMiA,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Jingir Health Center,Health Centers,Public,TM75Pc8TyBP,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Jingir PHCU
Jingir Health Post,Health Posts,Public,B670nloQGvN,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Jingir PHCU
Lay Tara Health Post,Health Posts,Public,N7yiTjS4nY5,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Jingir PHCU
Neguadit Health Post,Health Posts,Public,rvtWmGIhK42,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Jingir PHCU
Tach Tara Health Post,Health Posts,Public,BVqFPIflnTB,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Jingir PHCU
Mahin Health Center,Health Centers,Public,Jo7p3k3XSjl,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Mahin PHCU
Dazehone Health Post,Health Posts,Public,o2d1kdju2Tf,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Mahin PHCU
Mahine Health Post,Health Posts,Public,SqZNjRJHxJB,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Mahin PHCU
Waliya Health Post,Health Posts,Public,F8p2J7nbMUP,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Mahin PHCU
Megabiaw Primary Clinic,Clinics,Private,YzUogVUgWZL,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Melesse Primary Clinic,Clinics,Private,Sm8wblH6jJn,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Mohammed Primary Clinic,Clinics,Private,CeL2E8oXiux,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Musibanb Health Center,Health Centers,Public,Z5oDPb7iglP,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Musibanb PHCU
Aykuachakir Health Post,Health Posts,Public,jB7aHBRphTB,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Musibanb PHCU
Kamfenta Health Post,Health Posts,Public,fmHyjMBbFYT,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Musibanb PHCU
Kerwa Health Post,Health Posts,Public,KToNKk0AzY2,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Musibanb PHCU
Kurbie Health Post,Health Posts,Public,BySyYCBPHLR,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Musibanb PHCU
Merena Health Post,Health Posts,Public,Wbqda3mUrlC,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Musibanb PHCU
Workmidir Health Post,Health Posts,Public,Z4CQTeoygHj,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Musibanb PHCU
Sanja Health Center,Health Centers,Public,fYyoNVtGJHs,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Bebew Health Post,Health Posts,Public,jTEdLIHrkfX,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Berberseg Health Post,Health Posts,Public,uU5ATzFrAeO,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Chilkuana Health Post,Health Posts,Public,ysGfr7we1iz,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Debresina Health Post,Health Posts,Public,JxXlTmm1fIn,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Felwuha Health Post,Health Posts,Public,ZFqzLugY3mb,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Kenbew Health Post,Health Posts,Public,yEu8UfxaO7h,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Kisha Health Post,Health Posts,Public,SUqrvWn2Qch,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Weydenba Health Post,Health Posts,Public,PtXobpFdoYQ,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Yayira Health Post,Health Posts,Public,xTZ3PxQmX7g,6,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,Sanja PHCU
Sharew Primary Clinic,Clinics,Private,yWhV4S9u7iJ,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Silhamisa Primary Clinic,Clinics,Private,kfliLkPDHKI,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Tamirat Primary Clinic,Clinics,Private,i4IvKdT1C1p,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Tegne Primary Clinic,Clinics,Private,R67NRH6UC3Q,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Wagnew Primary Clinic,Clinics,Private,V6Qg3BAYkNw,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Wondmineh Primary Clinic,Clinics,Private,OAlBP6ooWUN,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Worku Alemenehe Primary Clinic,Clinics,Private,TWuMsIsefD7,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Yohannes Primary Clinic,Clinics,Private,RSXTO1GfP29,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Zeray Primary Clinic,Clinics,Private,gNAOtaNpIPO,5,Amhara Regional Health Bureau,Central Gondar ZHD,Tach Armacho WorHO,
Addis Hiwot Melestegna Clinic,Clinics,Private,sluoVscFbEN,5,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,
Alisefer Health Center,Health Centers,Public,p1fRXmUtfcY,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Alisefer PHCU
Abuye Health Post,Health Posts,Public,UmuzRZxjmme,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Alisefer PHCU
Alisefer Health Post,Health Posts,Public,kkHyONMur44,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Alisefer PHCU
Jeri Health Post,Health Posts,Public,HLnrmMw5hm0,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Alisefer PHCU
Konger Health Post,Health Posts,Public,NXQzh7vfMxg,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Alisefer PHCU
Konta Health Post,Health Posts,Public,WlaIDsi2V3s,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Alisefer PHCU
Beteseb Melestegna Clinic,Clinics,Private,RctszwT3myN,5,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,
Bohboh Health Center,Health Centers,Public,yJyFQNz3eUz,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Bohboh PHCU
Acherwuha Health Post,Health Posts,Public,evCrOEmm9aS,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Bohboh PHCU
Awatihun Health Post,Health Posts,Public,aGhRlw4eHQg,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Bohboh PHCU
Bohboh Health Post,Health Posts,Public,Dj3WLCljrzA,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Bohboh PHCU
Chaba Heaalth Post,Health Posts,Public,iSJV6ZDJpms,6,Amhara Regional Health Bureau,Central Gondar ZHD,Takusa WorHO,Bohboh PHCU
